"current_file"
"Iteration" "current etc.."
("Iteration" "current" "max_temperature" "min_temperature")
1 0 1180.3 1060.028259076117
2 16588019.39289275 1063.834172993016 954.0254331685054
3 18311508.67005837 962.934127495252 865.4713284632306
4 13359745.05582762 1048.70767011023 782.3713630614002
5 8896066.032858623 1071.365808809087 704.1342988848152
6 5811977.242070029 1056.957232210374 633.7208689963337
7 3760118.005702301 1069.309923538555 570.3487847067541
8 2416806.696516724 1065.628085626979 513.3139284165522
9 1541469.634794937 1066.2080931912 498.8692631937366
10 976171.3077574709 1064.592848864872 456.1416703799086
11 615296.9122528465 1065.491821256049 431.3196969925547
12 387282.9060445086 1064.694156118364 474.4516666918103
13 247792.4476157096 1094.651011254747 521.8968333609913
14 164992.7905768826 1088.207215124277 574.0865166970905
15 114625.0869222012 1067.800206429485 631.4951683667996
16 81077.47890443617 1064.94862552284 694.6446852034796
17 57954.9806126948 1064.962254194701 764.1091537238277
18 41889.39820388797 1064.968323560885 840.5200690962106
19 30667.87978638019 1064.978778344759 924.5720760058317
20 22763.56135780002 1064.965755094734 992.0872989928326
21 17127.8642521181 1064.849355453836 994.1275344148461
22 13065.64721572475 1064.748888843684 992.8146433181149
23 10132.99458496079 1064.621704741645 990.9857124945685
24 8046.540655715323 1064.486055101016 989.6532822004449
25 6599.711759430342 1064.345899623478 993.5296032011851
26 5616.049288554807 1064.223410773107 992.4268008191774
27 4954.137391398768 1064.107900622717 991.9052015622915
28 4510.593342917002 1064.015417973395 991.4594679725186
29 4212.784191245401 1063.927668386808 990.6425586524822
30 4010.314840975559 1063.846373456934 990.4655591093275
31 3869.483851942365 1063.780995856184 989.7075959355852
32 3768.754301169356 1063.711194519557 988.9856448018922
33 3694.618541377827 1063.644256468659 988.2592492740998
34 3638.928442524972 1063.577447454176 987.5145327724506
35 3596.949558968634 1063.511592715299 986.8269516027215
36 3565.690091889068 1063.445529032515 986.1053746134701
37 3542.891681502309 1063.382178409542 985.4486277849571
38 3526.629071248051 1063.320299147681 984.8217549112251
39 3515.266244987577 1063.260733404953 984.2209316724809
40 3507.442215083387 1063.203198739273 983.6432480706985
41 3502.060320154377 1063.147795086869 983.0870638985235
42 3498.292888825455 1063.094466794106 982.5496644639887
43 3495.578171783447 1063.04299396241 982.028488321796
44 3493.54536956593 1062.993606122663 981.5269738015498
45 3491.95708588752 1062.945987512127 981.0456304339132
46 3490.577226685433 1062.899054236953 980.5616896765983
47 3489.187587037607 1062.854421917175 980.1123355524994
48 3487.782301606182 1062.811035978023 979.6727826846773
49 3486.445990630378 1062.76850922314 979.2288215933987
50 3485.314540627602 1062.727213137361 978.8034828284212
51 3484.433598776202 1062.687207956184 978.3937314852353
52 3483.795930241597 1062.648542229523 977.9996173719755
53 3483.362087868988 1062.611163122147 977.6202669354929
54 3483.060691791873 1062.575116431701 977.2547754781909
55 3482.841285318269 1062.540293436733 976.9020728787576
56 3482.650032221632 1062.506680178784 976.5612186059005
57 3482.456333026776 1062.474213169443 976.2316815678671
58 3482.249335091133 1062.442849002325 975.9130768023376
59 3482.027671666562 1062.412559316154 975.60529479645
60 3481.801853778376 1062.383279643103 975.3078794177799
